Work Order Operation Nr,Work Order ID,Work Order id (auto),Status,Operation id,Operation key,Operation Description,Duration,Duration unit,Predescesor Operation key,Required Skill,Required skill description,Order basic start date,Order basic end date,Operation scheduled start,Operation scheduled end,Confirmed work,Confirmed work unit,Asset Work center,Assigned technician(s),Technician First Name (from Assigned technician(s))
1191,140,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1192,140,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1193,140,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1194,140,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1195,141,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1196,141,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1197,141,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1198,141,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1199,141,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1200,141,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1201,141,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1257,143,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1258,143,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1259,143,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1260,143,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1261,143,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1252,144,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1253,144,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1254,144,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1255,144,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1256,144,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1247,145,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
1248,145,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
1249,145,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
1250,145,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
1251,145,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
1242,146,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1243,146,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1244,146,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1245,146,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1246,146,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1237,147,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1238,147,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1239,147,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1240,147,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1241,147,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1232,148,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1233,148,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1234,148,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1235,148,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1236,148,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1227,149,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Brussels,,
1228,149,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Brussels,,
1229,149,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Brussels,,
1230,149,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Brussels,,
1231,149,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Brussels,,
1222,150,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1223,150,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1224,150,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1225,150,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1226,150,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Brussels,,
1217,151,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1218,151,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1219,151,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1220,151,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1221,151,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1212,152,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
1213,152,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
1214,152,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
1215,152,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
1216,152,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",11/11/2024,15/11/2024,,,"0,0",Minutes,Wallonia,,
1207,153,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1208,153,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1209,153,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1210,153,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1211,153,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1202,154,,To do,15,Preventive-monthly-1,Safety Systems Check,"30,0",Minutes,,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1203,154,,To do,16,Preventive-monthly-2,Structural and Mechanical Inspection,"30,0",Minutes,15,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1204,154,,To do,17,Preventive-monthly-3,Electrical and Control Systems Examination,"30,0",Minutes,16,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1205,154,,To do,18,Preventive-monthly-4,Performance and Load Testing,"50,0",Minutes,17,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1206,154,,To do,19,Preventive-monthly-5,Documentation and Compliance Verification,"10,0",Minutes,18,"3,4","Inspector Junior, Inspector Senior",4/11/2024,8/11/2024,,,"0,0",Minutes,Wallonia,,
1264,155,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1265,155,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1266,155,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1267,156,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1268,156,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1269,156,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1270,157,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1271,157,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1272,157,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1273,158,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1274,158,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1275,158,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1276,159,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1277,159,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1278,159,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1279,160,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1280,160,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1281,160,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1282,161,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1283,161,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1284,161,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Brussels,,
1285,162,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Flanders,,
1286,162,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Flanders,,
1287,162,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Flanders,,
1288,163,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Flanders,,
1289,163,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Flanders,,
1290,163,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Flanders,,
1291,164,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Flanders,,
1292,164,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Flanders,,
1293,164,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Flanders,,
1294,165,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Wallonia,,
1295,165,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Wallonia,,
1296,165,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Wallonia,,
1297,166,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Wallonia,,
1298,166,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Wallonia,,
1299,166,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Wallonia,,
1300,167,,To do,23,Corrective-Meca-1,Lubrication of Moving Parts,"1,0",Hours,,2,Mecanician,,,,,"0,0",Minutes,Wallonia,,
1301,167,,To do,24,Corrective-Meca-2,Inspection and Adjustment of Suspension Cables,"30,0",Minutes,23,2,Mecanician,,,,,"0,0",Minutes,Wallonia,,
1302,167,,To do,25,Corrective-Meca-3,Alignment and Adjustment of Door Mechanisms,"30,0",Minutes,24,2,Mecanician,,,,,"0,0",Minutes,Wallonia,,
1306,169,,To do,26,Corrective-Elec-1,Inspection and Testing of Control Panels,"45,0",Minutes,,1,Electrician,,,,,"0,0",Minutes,Brussels,,
1307,169,,To do,27,Corrective-Elec-2,Checking and Testing of Safety Circuits,"45,0",Minutes,26,1,Electrician,,,,,"0,0",Minutes,Brussels,,
1309,170,,To do,26,Corrective-Elec-1,Inspection and Testing of Control Panels,"45,0",Minutes,,1,Electrician,,,,,"0,0",Minutes,Brussels,,
1310,170,,To do,27,Corrective-Elec-2,Checking and Testing of Safety Circuits,"45,0",Minutes,26,1,Electrician,,,,,"0,0",Minutes,Brussels,,
1335,171,,To do,26,Corrective-Elec-1,Inspection and Testing of Control Panels,"45,0",Minutes,,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1336,171,,To do,27,Corrective-Elec-2,Checking and Testing of Safety Circuits,"45,0",Minutes,26,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1333,172,,To do,26,Corrective-Elec-1,Inspection and Testing of Control Panels,"45,0",Minutes,,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1334,172,,To do,27,Corrective-Elec-2,Checking and Testing of Safety Circuits,"45,0",Minutes,26,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1331,173,,To do,26,Corrective-Elec-1,Inspection and Testing of Control Panels,"45,0",Minutes,,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1332,173,,To do,27,Corrective-Elec-2,Checking and Testing of Safety Circuits,"45,0",Minutes,26,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1329,174,,To do,26,Corrective-Elec-1,Inspection and Testing of Control Panels,"45,0",Minutes,,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1330,174,,To do,27,Corrective-Elec-2,Checking and Testing of Safety Circuits,"45,0",Minutes,26,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1327,175,,To do,26,Corrective-Elec-1,Inspection and Testing of Control Panels,"45,0",Minutes,,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1328,175,,To do,27,Corrective-Elec-2,Checking and Testing of Safety Circuits,"45,0",Minutes,26,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1325,176,,To do,26,Corrective-Elec-1,Inspection and Testing of Control Panels,"45,0",Minutes,,1,Electrician,,,,,"0,0",Minutes,Flanders,,
1326,176,,To do,27,Corrective-Elec-2,Checking and Testing of Safety Circuits,"45,0",Minutes,26,1,Electrician,,,,,"0,0",Minutes,Flanders,,
